-874331.231252031,-873725.569440416,nan
-874323.95734832,-873708.062279041,nan
-874316.092121842,-873689.964813582,nan
-874308.226716953,-873671.867473914,nan
-874300.835947826,-873654.477104855,nan
-874293.444085479,-873637.086231994,nan
-874285.345631938,-873619.221962551,nan
-874277.95343434,-873601.831325449,nan
-874269.85541747,-873583.968069688,nan
-874262.346552967,-873566.694092667,nan
-874254.247275526,-873548.830456143,nan
-874246.622681833,-873531.673754431,nan
-874238.406900077,-873513.926625008,nan
-874230.781061336,-873496.769531517,nan
-874222.565728073,-873479.023410418,nan
-874214.939570348,-873461.866545531,nan
-874206.723138371,-873444.119886858,nan
-874198.50716349,-873426.374273084,nan
-874190.764367492,-873409.334015013,nan
-874182.430987898,-873391.704276265,nan
-874174.6878821,-873374.664242644,nan
-874166.354960393,-873357.035507877,nan
-874158.49524331,-873340.112109192,nan
-874150.161386996,-873322.482678888,nan
-874142.301988216,-873305.560426949,nan
-874133.851523947,-873288.04763381,nan
-874125.991203281,-873271.124676622,nan
-874117.657343762,-873253.496630587,nan
-874109.796720187,-873236.573894674,nan
-874101.229202869,-873219.178111451,nan
-874093.36828089,-873202.255594727,nan
-874084.917670912,-873184.744254525,nan
-874076.940017321,-873167.938510223,nan
-874068.488329553,-873150.426622711,nan
-874060.511308217,-873133.621715727,nan
-874052.059163944,-873116.110206337,nan
-874044.081075104,-873099.304743499,nan
-874035.513285695,-873081.910474102,0
-874026.828307764,-873064.631937509,0
-874018.849630001,-873047.826951656,0
-874010.28062197,-873030.432243221,nan
-874002.18632069,-873013.744483297,0
-873993.50060966,-872996.466537035,0
-873985.405252098,-872979.778215875,0
-873976.7201791,-872962.501107644,0
-873968.624538967,-872945.812998089,nan
-873959.938404192,-872928.535334783,nan
-873951.136501,-872911.375090111,nan
-873942.924195678,-872894.80368021,nan
-873934.237632059,-872877.526342757,0
-873925.435459181,-872860.366267973,0
-873917.22273988,-872843.795171452,nan
-873908.303128843,-872826.751066746,nan
-873899.973907192,-872810.296552397,0
-873891.05495233,-872793.253276492,nan
-873882.135087463,-872776.209333531,nan
-873873.8054674,-872759.755124714,0
-873864.886106385,-872742.712163077,nan
-873855.849615674,-872725.784904583,0
-873847.519599399,-872709.331000199,0
-873838.483619269,-872692.404719522,nan
-873829.446733641,-872675.477769424,nan
-873821.000112544,-872659.140533915,nan
-873811.96358746,-872642.214712933,nan
-873802.92630918,-872625.288070034,nan
-873793.888899181,-872608.361530484,nan
-873784.735929452,-872591.55222774,nan
-873776.288666972,-872575.215490818,nan
-873767.134669187,-872558.405615647,nan
-873757.981317983,-872541.596614133,nan
-873748.943258668,-872524.670584881,nan
-873740.379295464,-872508.450599742,nan
-873731.224788976,-872491.641126747,nan
-873721.954742806,-872474.948879755,nan
-873712.799984115,-872458.139607401,nan
-873704.235526324,-872441.920011058,nan
-873694.96510979,-872425.228059278,nan
-873685.693796674,-872408.535433273,nan
-873676.538536014,-872391.726559457,nan
-873667.267748999,-872375.034904343,nan
-873658.112236144,-872358.226231176,nan
-873649.431022179,-872342.12340793,nan
-873640.159867032,-872325.432046809,nan
-873630.887815287,-872308.740011487,nan
-873621.615640791,-872292.048074651,nan
-873612.227957682,-872275.473346718,nan
-873602.955539905,-872258.781605617,nan
-873593.682999378,-872242.089963004,nan
-873584.885415547,-872226.105065805,nan
-873575.612634092,-872209.413616251,nan
-873566.223581176,-872192.838596804,nan
-873556.835183817,-872176.264446014,nan
-873547.562038562,-872159.573289456,nan
-873538.172780707,-872142.998406814,nan
-873528.784026196,-872126.424545281,nan
-873519.510517147,-872109.73368173,67.87
-873510.120749917,-872093.15924082,69.39
-873500.731638263,-872076.585668549,70.91
-873491.341634407,-872060.011419655,68.88
-873482.425867163,-872044.143098613,71.07
-873473.036405054,-872027.569810507,76.13
-873463.53007842,-872011.112011283,71.41
-873454.139607992,-871994.538141326,76.13
-873444.633673051,-871978.081455421,76.13
-873435.010732356,-871961.740404542,74.61
-873425.387682116,-871945.399444612,82.36
-873416.355173528,-871929.647917078,86.4
-873406.848791717,-871913.191598825,89.1
-873397.225412782,-871896.850910583,89.1
-873387.601924306,-871880.510313295,88.09
-873377.979252387,-871864.170427112,86.4
-873367.881137865,-871847.124224959,85.9
-873358.25731648,-871830.783904254,86.91
-873348.518061154,-871814.560749708,90.11
-873338.894175024,-871798.2204572,92.8
-873329.153933196,-871781.996708124,87.58
-873319.530451951,-871765.657521243,90.78
-873309.78999756,-871749.433950214,96.51
-873300.049590116,-871733.210315146,98.7
-873290.309699275,-871716.987693435,97.52
-873280.568929283,-871700.764387541,95.83
-873270.238449907,-871683.952332575,98.36
-873260.497467485,-871667.729205806,96.51
-873250.640303226,-871651.62245701,95.16
-873240.900038662,-871635.400125838,96.17
-873230.452132226,-871618.704101623,91.62
-873220.594661191,-871602.597613741,92.63
-873210.738015358,-871586.49183176,95.33
-873200.289798438,-871569.79607402,100.38
-873189.841476727,-871553.100406636,100.55
-873179.984524313,-871536.994886546,101.56
-873170.010485673,-871521.005110958,105.43
-873159.678064835,-871504.193278806,101.56
-873149.230101842,-871487.498740779,108.13
-873139.25576322,-871471.509222996,106.61
-873129.281480081,-871455.519635958,103.58
-873118.83321107,-871438.825361626,108.13
-873108.858730695,-871422.835944399,103.41
-873098.294212322,-871406.258116399,101.9
-873088.319384752,-871390.269020037,102.23
-873077.754045621,-871373.690440061,99.37
-873067.77979696,-871357.70228468,103.75
-873057.098223677,-871341.240141435,103.58
-873046.532435473,-871324.661972909,107.62
-873036.442016455,-871308.790178716,108.8
-873025.876031618,-871292.212181695,106.78
-873015.785423956,-871276.340551907,108.13
-873005.103218021,-871259.878983287,nan
-872995.011649801,-871244.006744089,113.35
-872984.330027778,-871227.546115278,113.52
-872973.531669845,-871211.200899057,117.9
-872963.439670987,-871195.32905655,116.89
-872952.641903451,-871178.984775931,114.86
-872941.95912977,-871162.523708616,123.29
-872931.750994978,-871146.768205206,120.25
-872921.068807418,-871130.308076264,119.07
-872910.26989687,-871113.96335152,118.06
-872900.06211409,-871098.20901168,118.57
-872889.37902285,-871081.748207169,117.9
-872878.579685057,-871065.403879796,127.16
-872867.781181763,-871049.060254398,129.69
-872857.572265085,-871033.305460698,129.52
-872846.772806288,-871016.961224567,127.5
-872835.973877948,-871000.61799509,122.61
-872825.174235991,-870984.273922725,122.44
-872814.965887638,-870968.520066354,127.16
-872804.165912218,-870952.176308031,131.2
-872793.250015896,-870935.948707941,129.18
-872783.041249755,-870920.195239956,132.21
-872772.241155495,-870903.851571456,133.39
-872761.325616836,-870887.625134015,134.57
-872750.525341598,-870871.281627849,128.34
-872739.724822786,-870854.938355893,130.53
-872729.399794679,-870839.301351463,131.03
-872718.599248595,-870822.95808746,132.89
-872707.798458945,-870806.615057662,135.41
-872696.998503795,-870790.272729835,132.38
-872686.081571228,-870774.046078219,129.52
-872675.872068179,-870758.293247966,128.68
-872665.070916127,-870741.950542215,126.99
-872654.153871138,-870725.723976204,130.53
-872643.353464183,-870709.38205287,132.04
-872632.552039591,-870693.039591345,130.36
-872622.341316946,-870677.286384437,128.84
-872611.424540302,-870661.061061475,123.96
-872600.622996841,-870644.718689819,121.1
-872589.821983964,-870628.377324724,119.92
-872579.494967397,-870612.740633943,123.29
-872568.693153105,-870596.398504466,120.93
-872557.891869412,-870580.057381535,125.31
-872547.089871978,-870563.71541584,129.52
-872536.288405154,-870547.374456685,128.17
-872525.486224579,-870531.032654777,126.15
-872514.683800497,-870514.691087045,131.71
-872503.882210908,-870498.350221275,131.03
-872493.079603695,-870482.008817329,127.83
-872482.277056839,-870465.667342997,128.67
-872472.065705992,-870449.916171545,131.03
-872461.262977712,-870433.574858945,130.36
-872450.460932,-870417.234400576,136.42
-872439.657868668,-870400.893404037,134.23
-872428.854865682,-870384.552337124,133.56
-872418.052393366,-870368.212276704,134.57
-872407.365110799,-870351.755196306,134.06
-872397.15235646,-870336.003810663,129.85
-872385.759081758,-870319.074563222,128.68
-872375.662044802,-870303.207164194,130.7
-872364.859263937,-870286.867361799,123.12
-872354.055465457,-870270.527021242,123.12
-872343.367617848,-870254.070441574,121.6
-872332.564408234,-870237.731038559,128.68
-872321.876370952,-870221.274626989,129.69
-872311.072976045,-870204.935389202,129.85
-872300.268867289,-870188.595308767,136.09
-872289.580394724,-870172.139300883,139.79
-872279.367571407,-870156.389416893,142.99
-872268.678910972,-870139.93357497,146.36
-872257.875207504,-870123.594595245,148.89
-872247.070638296,-870107.254925135,146.36
-872236.381694465,-870090.799334653,142.49
-872225.693580754,-870074.344448981,141.14
-872214.888580657,-870058.005179689,141.31
-872204.674349638,-870042.255084335,147.54
-872193.985802475,-870025.800600194,147.2
-872183.18067909,-870009.461423762,153.43
-872172.491942279,-869993.007107723,150.23
-872161.686633601,-869976.668096538,154.61
-872151.587650515,-869960.802410077,154.78
-872140.782932463,-869944.464334343,160.51
-872129.977196814,-869928.125720469,160.84
-872119.878089185,-869912.260124859,162.02
-872109.072944176,-869895.922446426,161.01
-872098.382925884,-869879.467789305,157.98
-872087.577595599,-869863.130276115,159.5
-872077.478117458,-869847.265006208,158.99
-872066.787663563,-869830.81075204,158.65
-872055.982207801,-869814.473333177,157.14
-872045.291564262,-869798.019247125,153.77
-872034.60175084,-869781.565865873,153.1
-872024.501654144,-869765.701157851,155.29
-872013.695053128,-869749.363296647,160.17
-872003.004804135,-869732.910318336,155.79
-871992.904580761,-869717.045702544,161.69
-871982.213367491,-869700.592119418,157.98
-871971.522984336,-869684.139241088,161.69
-871960.831579236,-869667.685827506,158.99
-871950.730981141,-869651.821540127,156.3
-871940.040160249,-869635.369066158,155.45
-871929.348620973,-869618.915752577,155.29
-871919.248364771,-869603.052635356,156.3
-871908.672437093,-869586.483378319,158.32
-871897.980457898,-869570.030470529,155.12
-871887.405106062,-869553.462159493,154.44
-871876.712932852,-869537.009422677,154.44
-871866.137382603,-869520.441285446,163.03
-871856.151573586,-869504.461789876,161.85
-871845.574898563,-869487.893205631,161.01
-871834.999049259,-869471.325329007,161.52
-871824.537957706,-869454.640820318,161.85
-871813.961131302,-869438.07234815,164.55
-871803.975604115,-869422.094050832,161.69
-871793.398427222,-869405.52590383,156.8
-871783.412856777,-869389.547622927,161.69
-871772.951254336,-869372.863556136,161.69
-871762.605469849,-869356.06333619,161.35
-871752.144430012,-869339.380223774,163.37
-871742.38906633,-869323.169490122,165.73
-871731.927194188,-869306.485633335,163.88
-871721.581602007,-869289.686705299,162.19
-871711.23512634,-869272.887098307,159.5
-871701.480112497,-869256.677496375,164.38
-871691.133572192,-869239.877921244,167.24
-871680.902524216,-869222.962510903,163.71
-871671.147188765,-869206.753180338,161.52
-871660.800320676,-869189.953883782,164.72
-871650.568938282,-869173.038756056,161.35
-871640.813281227,-869156.82969686,163.37
-871630.465933669,-869140.030831015,164.72
-871620.235142881,-869123.116605888,167.92
-871610.478389898,-869106.907045956,168.93
-871600.130714576,-869090.108458692,168.59
-871590.490408691,-869073.783629513,166.74
-871580.14251479,-869056.985227638,164.72
-871569.910240585,-869040.070853203,166.91
-871560.153725902,-869023.862517323,171.12
-871549.805655919,-869007.064241922,168.59
-871539.458099432,-868990.266983917,nan
-871529.700490971,-868974.058146041,171.79
-871519.352095464,-868957.26014786,175.16
-871509.59504908,-868941.052261339,168.93
-871499.246285578,-868924.254599287,170.44
-871489.488404215,-868908.045967864,170.28
-871479.140198747,-868891.249261905,173.48
-871468.791109737,-868874.451877073,176.17
-871459.032757295,-868858.243667862,174.15
-871448.684377975,-868841.44708702,175.66
-871438.92581326,-868825.239057092,175.33
-871428.461367947,-868808.558859303,180.21
-871418.702744758,-868792.35085527,178.86
-871408.353009008,-868775.554021145,nan
-871398.479104811,-868759.463163479,182.23
-871388.129306604,-868742.666359919,185.43
-871377.663560561,-868725.985841821,186.78
-871367.789347876,-868709.89524758,187.96
-871357.9144116,-868693.803815071,187.29
-871347.448355309,-868677.123563681,190.49
-871336.98312032,-868660.444022672,191.5
-871326.992049898,-868644.469037793,194.87
-871316.526458047,-868627.789826033,194.19
-871306.651013974,-868611.698828332,196.55
-871296.06877063,-868595.135052434,195.54
-871286.193899529,-868579.044999423,195.2
-871275.727120541,-868562.365371402,198.06
-871265.735456736,-868546.390897708,203.79
-871255.269398508,-868529.71206681,201.94
-871245.393196392,-868513.62174053,203.96
-871234.810348134,-868497.058489423,202.61
-871224.934870598,-868480.968955758,202.95
-871214.351821441,-868464.405879113,204.8
-871204.360492406,-868448.432535221,206.49
-871193.892892424,-868431.753615949,206.32
-871183.309542091,-868415.190801407,207.67
-871173.317917567,-868399.217712892,207.33
-871162.734368543,-868382.655071407,210.19
-871152.857413809,-868366.565369333,216.59
-871142.274438343,-868350.003674289,216.25
-871132.281647344,-868334.0301524,218.28
-871121.69769874,-868317.46785845,213.73
-871111.820966207,-868301.379424446,217.1
-871101.23696826,-868284.817152931,221.31
-871091.244408157,-868268.844893641,216.76
-871080.775835476,-868252.166794577,224.34
-871070.782303841,-868236.193933301,224.68
-871060.198529251,-868219.632933312,219.96
-871050.320571688,-868203.544092085,219.96
-871039.735821742,-868186.982494628,219.45
-871029.742824109,-868171.01059188,219.79
-871019.157875486,-868154.449167493,221.98
-871008.688435311,-868137.771839732,226.87
-870998.695142209,-868121.800192382,227.37
-870988.109892435,-868105.239030122,234.28
-870978.116404402,-868089.267551416,232.76
-870967.530955953,-868072.706562229,233.6
-870957.6519449,-868056.618648041,236.47
-870947.067221575,-868040.058453244,235.29
-870936.597065468,-868023.381744773,235.62
-870926.602310416,-868007.409919545,239.33
-870916.017134452,-867990.850138887,243.37
-870906.137619987,-867974.762656951,240.17
-870895.552394647,-867958.202898776,238.99
-870885.081725628,-867941.526633793,239.67
-870875.086478055,-867925.555233971,236.47
-870864.616378334,-867908.879918098,241.85
-870854.620782231,-867892.908840261,240.84
-870844.034280363,-867876.348746832,243.37
-870833.563872964,-867859.673697231,246.23
-870823.568132885,-867843.70272283,251.79
-870813.096745748,-867827.02707857,248.09
-870802.510463339,-867810.468260218,250.95
-870792.514427812,-867794.497541251,254.15
