X,Y,yr,doy,top,bed,thk
-899551.4273237302,-856752.4736015211,2014,84,284.2623,11.9923,272.27
-899565.0690341876,-856746.8722906243,2014,84,282.7116,11.1916,271.52
-899578.4969544804,-856741.3366636741,2014,84,274.6716,7.5616,267.11
-899592.1386342993,-856735.7349664031,2014,84,277.607,8.707,268.9
-899605.5814768246,-856730.1832579433,2014,84,281.5332,10.2932,271.24
-899619.4518532099,-856724.4995851663,2014,84,281.4457,10.1157,271.33
-899632.9096173143,-856718.9317908239,2014,84,280.3783,9.5083,270.87
-899646.4869855284,-856713.2381924631,2014,84,275.7864,7.3564,268.43
-899659.9447175846,-856707.6700168782,2014,84,274.6973,6.7373,267.95
-899673.402434004,-856702.1016516134,2014,84,274.104,6.334,267.77
-899687.0888612994,-856696.4514917327,2014,84,273.4993,5.9193,267.58
-899700.6960670283,-856690.7257165307,2014,84,272.3938,5.2838,267.12
-899714.1686873637,-856685.1410737045,2014,84,267.7992,2.9592,264.84
-899727.8550660094,-856679.4903293329,2014,84,266.7102,2.1402,264.56
-899741.3426063738,-856673.8895997909,2014,84,266.1272,1.5572,264.56
-899754.8151790136,-856668.3043833113,2014,84,265.5538,0.9838,264.56
-899768.4372516372,-856662.5619374708,2014,84,264.9833,0.4133,264.56
-899781.9247430824,-856656.9606341749,2014,84,264.4355,-0.1345,264.56
-899795.4122184761,-856651.3591402534,2014,84,263.903,-0.667,264.56
-899809.3272253626,-856645.6255971595,2014,84,263.372,-1.198,264.56
-899822.814668522,-856640.0237160607,2014,84,262.8739,-1.6961,264.56
-899836.3020956219,-856634.421644336,2014,84,262.3939,-2.1761,264.56
-899849.8687213088,-856628.8947918492,2014,84,261.9328,-2.6372,264.56
-899863.5698906414,-856623.2263968191,2014,84,261.4833,-3.0867,264.56
-899877.0423195064,-856617.6394552238,2014,84,261.0618,-3.5082,264.56
-899890.6089003121,-856612.1120247394,2014,84,260.6609,-3.9091,264.56
-899904.1754666803,-856606.5844019371,2014,84,260.2811,-4.2889,264.56
-899917.8765731801,-856600.9152280593,2014,84,259.9161,-4.6539,264.56
-899931.6419326633,-856595.3369691131,2014,84,259.5762,-7.4638,267.04
-899945.2084548876,-856589.8087644889,2014,84,259.2617,-8.7083,267.96
-899958.7600124498,-856584.2960747894,2014,84,258.9688,-13.4512,272.42
-899972.3115557546,-856578.7831932438,2014,84,258.6965,-14.3135,273.01
-899985.8630848019,-856573.2701198537,2014,84,258.4433,-14.5667,273.01
-899999.4145995881,-856567.7568546176,2014,84,257.6775,-15.0325,272.71
-900013.2590975901,-856562.2528231961,2014,84,253.5136,-16.9764,270.49
-900026.7956348787,-856556.7548788828,2014,84,252.7773,-17.4127,270.19
-900040.4113842243,-856551.3321411995,2014,84,252.5822,-17.6078,270.19
-900054.0271211228,-856545.9092104583,2014,84,252.396,-17.794,270.19
-900067.6278961169,-856540.5017958008,2014,84,252.2166,-17.9734,270.19
-900081.2436082053,-856535.0784791791,2014,84,252.0424,-18.1476,270.19
-900094.844358574,-856529.6706791164,2014,84,251.8721,-18.3179,270.19
-900108.5093777116,-856524.3537901249,2014,84,251.7044,-18.4856,270.19
-900122.5376498549,-856518.8136084167,2014,84,251.5337,-18.6563,270.19
-900136.202647123,-856513.496326476,2014,84,251.3692,-18.8208,270.19
-900149.8676339278,-856508.1788507453,2014,84,251.2055,-18.9845,270.19
-900163.5176614717,-856502.8768920416,2014,84,251.0422,-19.4378,270.49
-900177.1676787331,-856497.5747400247,2014,84,250.8783,-21.8317,272.72
-900190.8969208137,-856492.3477834378,2014,84,250.7129,-22.2871,273.01
-900204.5319697928,-856487.0609554863,2014,84,250.5454,-22.1646,272.72
-900218.2611938203,-856481.8336099955,2014,84,250.3752,-20.6848,271.07
-900231.9605125037,-856476.6374935381,2014,84,250.2017,-25.0283,275.24
-900245.6747711244,-856471.4254707958,2014,84,250.0249,-25.5051,275.53
-900259.667084822,-856466.2383227135,2014,84,249.8421,-23.7479,273.59
-900273.3663792807,-856461.0416200914,2014,84,249.6587,-25.8613,275.53
-900287.129958234,-856455.9358192926,2014,84,249.9925,-26.1175,276.11
-900300.8935306643,-856450.8298232692,2014,84,253.7637,-24.5763,278.34
-900314.6570965683,-856445.72363202,2014,84,254.0922,-24.5478,278.63
-900328.4057082369,-856440.6329592409,2014,84,253.8982,-24.7418,278.63
-900342.1543135516,-856435.5420917155,2014,84,253.1821,-25.1579,278.34
-900355.9821573321,-856430.5264081666,2014,84,249.0242,-27.0858,276.11
-900369.7950489228,-856425.5262426243,2014,84,248.8251,-27.5749,276.4
-900383.394163289,-856420.5919359954,2014,84,252.588,-28.272,280.86
-900397.2070457126,-856415.5913815955,2014,84,252.9075,-29.1225,282.03
-900411.0049763718,-856410.6063464014,2014,84,252.7074,-33.5026,286.2
-900424.8821514575,-856405.6964903427,2014,84,252.508,-31.172,283.68
-900438.6800741076,-856400.7110634242,2014,84,252.3092,-24.3908,276.69
-900452.5422958588,-856395.8165298426,2014,84,252.1106,-23.7094,275.82
-900466.4045149763,-856390.9217996382,2014,84,251.9121,-24.7879,276.69
-900480.2517846986,-856386.0425891532,2014,84,251.7139,-31.6661,283.38
-900494.3128248345,-856381.0971036681,2014,84,251.5132,-32.7468,284.26
-900508.239343308,-856376.2928675077,2014,84,251.3159,-32.0641,283.38
-900522.1658609099,-856371.4884335522,2014,84,251.1189,-25.5911,276.7
-900535.9981759607,-856366.6241511645,2014,84,250.922,-24.898,275.82
-900549.9097447601,-856361.8350402482,2014,84,250.725,-23.935,274.65
-900563.8856234537,-856357.1368161329,2014,84,250.5275,-27.9125,278.44
-900577.5684723717,-856352.42912498035,2014,84,250.3322,-30.8278,281.15
-900591.5443523027,-856347.7305077616,2014,84,250.6427,-30.7973,281.44
-900605.4260280327,-856342.9720467497,2014,84,254.4018,-26.4582,280.86
-900619.1731900722,-856338.3548583362,2014,84,254.2019,-21.9081,276.11
-900633.1341265918,-856333.6713690385,2014,84,250.557,-23.613,274.17
-900647.1593801719,-856329.0787624096,2014,84,253.7896,-26.4904,280.27
-900661.1053742894,-856324.4105960599,2014,84,254.0996,-24.5304,278.63
-900675.1156873791,-856319.8333117139,2014,84,253.8866,-22.8134,276.69
-900688.9122298851,-856315.3219496662,2014,84,253.6736,-27.1864,280.86
-900702.9225491124,-856310.7442710304,2014,84,253.4534,-27.9966,281.44
-900716.9179260824,-856306.182114216,2014,84,253.2289,-28.2211,281.44
-900730.9133063105,-856301.6197592329,2014,84,253.5098,-27.9302,281.44
-900744.9879569678,-856297.132561762,2014,84,257.2362,-24.2138,281.44
-900758.9683993799,-856292.5855308372,2014,84,257.5184,-23.9316,281.44
-900772.8143397813,-856288.1797953038,2014,84,257.2806,-24.1694,281.44
-900786.859114294,-856283.7234461523,2014,84,257.0357,-24.1243,281.15
-900800.9038939525,-856279.266898176,2014,84,256.7877,-22.1423,278.92
-900815.0279498742,-856274.8855029909,2014,84,256.5368,-22.0932,278.63
-900829.0577958741,-856270.4442789848,2014,84,256.7933,-22.1267,278.92
-900843.1669198624,-856266.0782066281,2014,84,259.9874,-20.8826,280.86
-900856.8634457933,-856261.8285256124,2014,84,256.297,-22.633,278.92
-900870.9576387273,-856257.4777823067,2014,84,256.0472,-22.8828,278.93
-900885.0518386819,-856253.12683953,2014,84,259.7259,-20.2441,279.98
-900899.1460456512,-856248.7756972789,2014,84,259.9835,-16.3365,276.32
-900913.0264844572,-856244.4905247042,2014,84,259.7241,-16.0859,275.81
-900927.1850385307,-856240.2300558267,2014,84,259.46,-16.35,275.81
-900941.343601339,-856235.9693863444,2014,84,259.1953,-16.6147,275.81
-900955.4228939111,-856231.6331727288,2014,84,258.9297,-16.8803,275.81
-900969.566529407,-856227.3878277323,2014,84,258.663,-17.147,275.81
-900983.5113419361,-856223.1927417514,2014,84,258.3991,-17.4109,275.81
-900997.4412191127,-856219.0131865587,2014,84,258.1339,-17.6761,275.81
-901011.5848809141,-856214.7672470374,2014,84,257.8629,-17.9471,275.81
-901025.7928907657,-856210.6121727749,2014,84,257.5897,-18.2203,275.81
-901039.9216275398,-856206.3815585756,2014,84,257.3139,-18.4961,275.81
-901054.0503733241,-856202.1507447537,2014,84,257.0349,-18.7751,275.81
-901068.0296933756,-856198.0769973618,2014,84,256.7561,-19.0539,275.81
-901082.143514509,-856193.8615136103,2014,84,256.4688,-19.3412,275.81
-901096.3366315758,-856189.7211662119,2014,84,256.1757,-19.9243,276.1
-901110.4504717907,-856185.5052833904,2014,84,255.8761,-22.1639,278.04
-901124.6286663158,-856181.3802628999,2014,84,255.5693,-20.5307,276.1
-901138.5930945551,-856177.3212596204,2014,84,255.2586,-20.5514,275.81
-901152.6920207486,-856173.1205093842,2014,84,254.935,-20.875,275.81
-901166.8553039419,-856169.0106203047,2014,84,254.6016,-21.2084,275.81
-901181.018598124,-856164.900531467,2014,84,254.2576,-21.2624,275.52
-901195.1819032927,-856160.7902428705,2014,84,253.9021,-19.6779,273.58
-901209.1314416454,-856156.7459870642,2014,84,253.5389,-21.9811,275.52
-901223.20053217,-856152.5757030199,2014,84,253.6778,-22.4322,276.1
-901237.348926829,-856148.4805487809,2014,84,257.263,-21.087,278.34
-901251.4823900698,-856144.4009250801,2014,84,257.3641,-21.5559,278.92
-901265.6308070356,-856140.3053725515,2014,84,256.9407,-23.9393,280.88
-901279.7642927216,-856136.2253510546,2014,84,256.5028,-22.4172,278.92
-901293.6840110555,-856132.2113814123,2014,84,256.0563,-22.5837,278.63
-901307.8025768544,-856128.146696172,2014,84,255.5896,-23.0504,278.63
-901321.9360962298,-856124.0660816133,2014,84,255.1085,-23.5315,278.63
-901335.9753847346,-856119.9256776851,2014,84,254.6133,-24.0267,278.63
-901350.0939838538,-856115.8603981447,2014,84,254.1043,-24.2557,278.35
-901364.212594357,-856111.7949203182,2014,84,253.5822,-22.5178,276.1
-901378.3312162412,-856107.729244206,2014,84,253.0475,-22.7725,275.82
-901392.4349076754,-856103.6791020704,2014,84,252.501,-23.319,275.82
-901406.5386106294,-856099.6287621416,2014,84,251.9434,-23.8766,275.82
-901420.6572667838,-856095.5624916574,2014,84,251.8656,-24.2344,276.1
-901434.8805256101,-856091.3858918439,2014,84,255.2793,-23.0707,278.35
-901448.9842624649,-856087.3349563086,2014,84,255.1935,-23.1565,278.35
-901463.088010826,-856083.2838229744,2014,84,254.6003,-21.2197,275.81
-901477.1768292919,-856079.248225587,2014,84,254.0006,-19.2794,273.28
-901491.2806007321,-856075.1966969018,2014,84,253.3955,-19.8945,273.28
-901505.3694424122,-856071.1607046534,2014,84,252.7861,-22.7439,275.53
-901519.4582957306,-856067.1245150964,2014,84,252.1734,-23.6366,275.81
-901533.6666896312,-856062.9622503915,2014,84,251.5494,-24.2606,275.81
-901547.7555656553,-856058.9256642484,2014,84,250.9334,-24.8766,275.81
-901561.8444533107,-856054.8888807943,2014,84,250.817,-25.273,276.1
-901575.9184116875,-856050.8676354974,2014,84,253.7008,-24.3692,278.06
-901589.992381832,-856046.8461933814,2014,84,250.0956,-26.2844,276.38
-901604.0663637384,-856042.8245544423,2014,84,252.9617,-24.6683,277.63
-901618.2748236569,-856038.6610928257,2014,84,252.8407,-24.2693,277.11
-901632.3338878294,-856034.6547944858,2014,84,252.2306,-24.0694,276.3
-901646.4079044518,-856030.6325631154,2014,84,251.6229,-23.8771,275.5
-901660.4669923435,-856026.6258718644,2014,84,251.0175,-23.6825,274.69
-901674.739874466,-856022.5526522616,2014,84,250.406,-23.484,273.89
-901688.7196668785,-856018.4702634421,2014,84,249.8057,-23.284300000000002,273.09
-901702.7787898079,-856014.4629809824,2014,84,249.208,-23.082,272.29
-901716.8229844205,-856010.4712401145,2014,84,248.613,-22.867,271.48
-901731.0809739517,-856006.4129593443,2014,84,248.0122,-22.6678,270.67
-901745.1401328063,-856002.4050853647,2014,84,247.4228,-22.4472,269.87
-901759.3188234506,-855998.2711057019,2014,84,246.8274,-22.2426,269.07
-901773.5619089758,-855994.2279617792,2014,84,246.2353,-22.0347,268.27
-901787.6061633242,-855990.2352334727,2014,84,245.6546,-21.8154,267.47
-901801.6504296821,-855986.2423093185,2014,84,245.0771,-21.7529,266.83
-901815.8142257052,-855982.1232720818,2014,84,244.995,-21.495,266.5
-901829.8585155135,-855978.1299542676,2014,84,248.4255,-19.7145,268.14
-901843.8878777558,-855974.1521807478,2014,84,248.371,-19.439,267.81
-901858.2505522678,-855969.9819175117,2014,84,247.7962,-19.4038,267.19
-901872.2948777948,-855965.9880076735,2014,84,247.2451,-19.3349,266.57
-901886.2449457116,-855961.9343521402,2014,84,246.7026,-19.2674,265.97
-901900.4881398148,-855957.8894125129,2014,84,246.163,-19.187,265.35
-901914.438229815,-855953.8353656455,2014,84,245.6425,-19.0975,264.73
-901928.8159000892,-855949.6483524251,2014,84,245.1208,-19.0092,264.12
-901942.8453448818,-855945.6691995519,2014,84,244.6292,-18.8808,263.51
-901957.0092527881,-855941.5481722467,2014,84,244.1486,-18.7514,262.89
-901970.8949903061,-855937.4023122198,2014,84,244.2028,-18.3672,262.57
-901985.0589189143,-855933.2808889109,2014,84,247.712,-16.468,264.19
-901999.237797144,-855929.1435229488,2014,84,247.8213,-16.0487,263.87
-902013.3224101065,-855924.9464162864,2014,84,247.4273,-15.8227,263.25
-902027.4219709776,-855920.733368086,2014,84,247.0592,-15.9008,262.95
-902041.5215409742,-855916.5201212054,2014,84,246.7152,-15.9948,262.71
-902055.6360585783,-855912.2909317997,2014,84,246.4028,-16.0572,262.46
-902069.6563063636,-855908.0020070183,2014,84,246.1196,-16.0904,262.21
-902083.7064383775,-855903.6813965035,2014,84,245.8666,-16.0934,261.96
-902097.7416393807,-855899.3763325128,2014,84,245.6407,-16.0693,261.71
-902111.7917859694,-855895.055326139,2014,84,245.9997,-15.7703,261.77
-902125.7625962908,-855890.6588446551,2014,84,249.7202,-13.9798,263.71
-902139.9621369162,-855886.1799898683,2014,84,250.1486,-13.6214,263.77
-902153.8685514634,-855881.6920912857,2014,84,250.0518,-13.4682,263.52
-902167.988756713,-855877.1375598038,2014,84,249.9829,-13.2871,263.27
-902181.9101170255,-855872.6335215706,2014,84,249.946,-13.074,263.02
-902195.7670713735,-855868.038268283,2014,84,249.9369,-12.8331,262.77
-902209.8378147396,-855863.3763737256,2014,84,249.9534,-12.5666,262.52
-902223.6947732482,-855858.7807281428,2014,84,249.9962,-12.2738,262.27
-902237.7011085217,-855854.0274177341,2014,84,250.0621,-11.9679,262.03
-902251.4292438109,-855849.2493465206,2014,84,250.1502,-11.6198,261.77
-902265.450516267,-855844.4798931844,2014,84,249.6891,-11.2709,260.96
-902279.0992972645,-855839.6261654185,2014,84,245.9663,-12.2837,258.25
-902293.1905868376,-855834.6235696811,2014,84,245.5453,-11.8547,257.39
-902306.8692358416,-855829.7379578521,2014,84,245.7062,-11.1538,256.85
-902320.6823141129,-855824.7104181489,2014,84,245.8838,-10.4362,256.32
-902334.7091747433,-855819.6162087747,2014,84,246.0786,-9.7014,255.78
-902348.323392642,-855814.6390017957,2014,84,246.2803,-8.9697,255.25
-902362.007615293,-855809.4288493628,2014,84,246.496,-8.214,254.71
-902375.970037981,-855804.2430322923,2014,84,246.7265,-7.4535,254.18
-902389.6542444791,-855799.0324890233,2014,84,246.9637,-6.6763,253.64
-902403.2740193806,-855793.7307416768,2014,84,247.2114,-5.8986,253.1
-902416.9087202848,-855788.4130517495,2014,84,247.4673,-5.1027,252.56
-902430.66290053,-855782.9691658288,2014,84,247.736,-4.294,252.03
-902444.2182177391,-855777.5758301632,2014,84,248.0083,-3.4817,251.49
-902457.987309931,-855772.1158026769,2014,84,248.2924,-2.6676,250.96
-902471.6770263423,-855766.5803216622,2014,84,248.0038,-2.0862,250.1
-902485.1678777268,-855761.095400379,2014,84,244.4576,-2.9424,247.39
-902498.8080726773,-855755.4527733192,2014,84,244.1928,-2.3472,246.53
-902512.3539500567,-855749.7504495373,2014,84,244.5043,-1.4957,246
-902525.7803256757,-855744.1739495489,2014,84,244.8173,-0.6527,245.47
-902539.2617369586,-855738.380238126,2014,84,245.1412,0.2112,244.93
-902552.8224975279,-855732.6615865689,2014,84,244.8812,0.6112,244.27
-902566.3038712428,-855726.8674915822,2014,84,241.9466,-0.1834,242.13
-902579.9345772485,-855720.915675338,2014,84,244.9815,1.6315,243.36
-902593.3514756361,-855715.0301934169,2014,84,242.066,0.846,241.22
-902606.7683529683,-855709.1445213782,2014,84,241.8341,1.2341,240.6
-902620.1058366345,-855703.1834122898,2014,84,242.185,1.885,240.3
-902633.6570836346,-855697.1555755209,2014,84,242.5428,2.5328,240.01
-902646.9151475024,-855691.1188414572,2014,84,242.3272,2.9372,239.39
-902660.1881215329,-855685.0661663048,2014,84,238.8423,1.9123000000000001,236.92
-902673.6599222404,-855678.962510478,2014,84,238.6223,2.3223,236.3
-902687.0523215717,-855672.7834194148,2014,84,238.9812,2.9712,236
-902700.380251215,-855666.513140624,2014,84,239.3385,3.6285,235.71
-902713.5737458727,-855660.3844701478,2014,84,239.6885,4.2785,235.41
-902726.9016201431,-855654.1138142232,2014,84,240.0407,4.9207,235.12
-902740.1500861339,-855647.767729535,2014,84,240.3892,5.5692,234.82
-902753.3985222647,-855641.4214569703,2014,84,240.7343,6.2043,234.52
-902766.6469285378,-855635.0749965326,2014,84,241.075,6.845,234.23
-902779.8159223385,-855628.6531116752,2014,84,241.4102,7.4702,233.93
-902792.9848846028,-855622.2310406836,2014,84,241.7408,8.1008,233.64
-902806.2882151316,-855615.6669710857,2014,84,241.5101,15.5201,225.99
-902819.3777281753,-855609.1692918305,2014,84,237.9595,22.5295,215.43
-902832.482141086,-855602.6556707803,2014,84,237.7121,30.9721,206.73
-902845.4922007787,-855596.0823903239,2014,84,238.0193,37.2793,200.74
-902858.7309417521,-855589.426579959,2014,84,238.3244,43.2144,195.11
-902871.7409313424,-855582.852931049,2014,84,238.6197,49.1297,189.48
-902884.8208229172,-855576.0462868097,2014,84,238.9129,55.0629,183.85
-902897.7662830559,-855569.3812839737,2014,84,239.1968,60.9768,178.22
-902910.8460978536,-855562.5742708768,2014,84,239.4787,66.8787,172.59
-902923.9258737238,-855555.7670723234,2014,84,239.7555,72.7955,166.96
-902936.7273680727,-855548.9353100338,2014,84,240.024,79.914,160.11
-902949.7426038056,-855542.0367595707,2014,84,240.2916,87.2216,153.07
-902962.8772538974,-855535.0119475715,2014,84,240.5592,94.5292,146.03
-902975.6786256116,-855528.1796427435,2014,84,240.8164,101.8164,138.99
-902988.5349457806,-855521.1300959887,2014,84,241.0744,109.1144,131.95
-903001.485550166,-855514.139829891,2014,84,241.3304,116.4104,124.91
-903014.4761652306,-855506.9480756565,2014,84,241.5887,123.7087,117.88
-903027.1335031902,-855499.9488505399,2014,84,241.2593,130.7393,110.52
-903039.9251776449,-855492.8076009797,2014,84,237.6535,135.3435,102.31
-903052.9156545555,-855485.615300235,2014,84,237.3419,141.2419,96.1
-903065.6427660831,-855478.3827108314,2014,84,237.5984,147.3784,90.22
-903078.3548986283,-855471.1657051768,2014,84,237.8568,153.5268,84.33
-903091.2162898395,-855463.7909028864,2014,84,238.1207,159.6707,78.45
-903103.8638519787,-855456.4825634048,2014,84,238.3835,165.8235,72.56
-903116.5113642132,-855449.1740477617,2014,84,238.6484,171.9684,66.68
-903129.1588265384,-855441.8653559544,2014,84,238.9158,178.1258,60.79
-903141.8612039335,-855434.339410994,2014,84,238.6188,184.0288,54.58
-903154.642934588,-855426.8884985755,2014,84,234.4836,188.2636,46.21
-903167.1463577743,-855419.4130919459,2014,84,230.3364,192.4964,37.84
-903179.8635040927,-855411.8708502385,2014,84,230.0339,192.3939,37.64
-903192.2874099979,-855404.3198864618,2014,84,229.7184,191.3584,38.36
-903204.9101071696,-855396.717847557,2014,84,226.1668,188.9068,37.26
-903217.5626073581,-855389.0841038649,2014,84,225.8746,187.8746,37.99
-903230.1207097105,-855381.3907415823,2014,84,226.151,187.101,39.05
-903242.6787543672,-855373.6972041174,2014,84,225.2653,185.8153,39.45
-903255.1573272158,-855365.9282877786,2014,84,217.2668,181.4168,35.85
-903267.5164100952,-855358.2853180099,2014,84,212.5409,178.4409,34.09
-903280.0097938483,-855350.5002914537,2014,84,212.2345,177.4045,34.83
-903292.4237012016,-855342.6398900971,2014,84,212.4929,176.6029,35.88
-903304.837547116,-855334.7793167419,2014,84,212.7452,175.8052,36.94
-903317.2513315887,-855326.9185713875,2014,84,211.8506,174.5006,37.36
-903329.5856353267,-855318.982455759,2014,84,204.3671,170.3071,34.06
-903341.9198758884,-855311.0461699431,2014,84,203.4659,168.9859,34.48
-903354.2540532709,-855303.1097139394,2014,84,203.1354,167.9154,35.23
-903366.523673302,-855295.0821254703,2014,84,202.7151,166.7851,35.93
-903379.0069990687,-855286.9876604148,2014,84,202.3068,166.5868,35.72
-903391.1821372516,-855278.9003049238,2014,84,201.866,166.496,35.37
-903403.4515605731,-855270.8722083304,2014,84,201.4151,166.4051,35.01
-903415.6414933305,-855262.7687510148,2014,84,200.9641,166.3041,34.66
-903427.9657022306,-855254.5232165892,2014,84,200.5046,166.1946,34.31
-903440.0909995998,-855246.3284652865,2014,84,200.0232,166.0632,33.96
-903452.2013012898,-855238.1493166033,2014,84,200.4815,166.3415,34.14
-903464.4608000806,-855229.8123184653,2014,84,201.0602,166.6702,34.39
-903476.570962992,-855221.6328373235,2014,84,201.6266,166.9866,34.65
-903488.6165529279,-855213.3622357097,2014,84,202.1915,167.2915,34.91
-903500.7964074528,-855204.9495487562,2014,84,202.7454,167.5854,35.16
-903512.7624223529,-855196.6034330801,2014,84,203.2763,168.0763,35.19
-903524.7283648129,-855188.2571554455,2014,84,203.8043,168.6043,35.2
-903536.8285661661,-855179.7687886304,2014,84,204.309,169.119,35.19
-903548.8092879839,-855171.4064152976,2014,84,204.7999,169.6099,35.19
-903560.8299045176,-855162.8425377426,2014,84,205.2775,170.0875,35.19
-903572.865369458,-855154.2627259716,2014,84,205.7484,170.5584,35.19
-903584.7515061537,-855145.8404551892,2014,84,205.1744,170.5644,34.62
-903596.5730551874,-855137.3270753219,2014,84,204.4348,170.4848,33.96
-903608.5288513098,-855128.6715982377,2014,84,203.6976,170.3876,33.31
-903620.4994931747,-855120.0001875367,2014,84,202.9252,170.2852,32.64
-903632.4551313067,-855111.3443853135,2014,84,202.1433,170.1533,31.99
-903644.1969293411,-855102.7551902172,2014,84,201.3356,168.7256,32.61
-903655.8741308008,-855094.0748928215,2014,84,200.5096,167.0996,33.41
-903667.8993289254,-855085.185717042,2014,84,199.7608,165.4908,34.27
-903679.6558130984,-855076.580275853,2014,84,198.9856,163.8656,35.12
-903691.2533281036,-855067.8243356318,2014,84,198.1905,162.2205,35.97
-903703.0645200446,-855059.0014583569,2014,84,197.3818,160.5518,36.83
-903714.8905526653,-855050.1626491031,2014,84,196.5452,158.8652,37.68
-903726.63705412,-855041.2485121767,2014,84,195.687,157.157,38.54
-903738.1697135973,-855032.4010092288,2014,84,194.8343,155.4343,39.4
-903749.9160458925,-855023.4865595999,2014,84,193.9405,153.6905,40.25
-903761.582842618,-855014.4967869199,2014,84,193.9768,152.3468,41.63
-903773.1301714381,-855005.633048901,2014,84,194.1405,151.0405,43.1
-903784.7967962018,-854996.6429660856,2014,84,194.2741,149.7141,44.56
-903796.3988033402,-854987.5617906211,2014,84,194.3894,148.3694,46.02
-903807.8813442596,-854978.6066561196,2014,84,194.5142,150.1542,44.36
-903819.483175275,-854969.5251734112,2014,84,194.5997,152.3297,42.27
-903831.0203834662,-854960.3526016752,2014,84,194.6686,154.4886,40.18
-903842.5575008697,-854951.1798769609,2014,84,194.7235,156.6435,38.08
-903853.9602335003,-854942.1489763334,2014,84,194.7777,158.7877,36
-903865.4971707694,-854932.9759474843,2014,84,194.8002,160.9002,33.9
-903876.9694789529,-854923.711833968,2014,84,194.8087,161.4287,33.39
-903888.2924835192,-854914.605327219,2014,84,195.7781,162.1581,33.62
-903899.6851462644,-854905.2657584648,2014,84,196.8366,162.9166,33.92
-903911.1720972719,-854895.9854171202,2014,84,197.8925,163.6725,34.23
-903922.4302861289,-854886.7875357529,2014,84,198.9508,164.4108,34.53
-903933.9718713296,-854877.2897524865,2014,84,199.9622,165.1322,34.83
-903945.165329077,-854868.0006478878,2014,84,200.9844,165.8444,35.14
-903956.3586930012,-854858.7113986497,2014,84,201.9843,166.5443,35.44
-903967.686242521,-854849.2800098711,2014,84,202.9755,167.2355,35.74
-903979.0286150418,-854839.8326955058,2014,84,203.9436,167.9036,36.04
-903990.1571456677,-854830.4520842466,2014,84,204.929,167.829,37.1
-904001.4993245819,-854821.0044754563,2014,84,205.8772,167.6372,38.24
-904012.548192688,-854811.5484302264,2014,84,206.833,167.443,39.39
-904023.9449780887,-854801.8833802139,2014,84,207.7536,167.2236,40.54
-904035.0880395953,-854792.4864125912,2014,84,202.9116,164.4816,38.42
-904046.1515321034,-854783.0141592601,2014,84,197.3013,161.4113,35.89
-904057.3491941151,-854773.3997552218,2014,84,191.6851,158.3251,33.36
-904068.4821990388,-854763.6942867285,2014,84,186.0404,155.2204,30.82
-904079.5453935286,-854754.2216054911,2014,84,180.4172,152.1272,28.29
-904090.6781948021,-854744.5158505389,2014,84,180.1892,151.3792,28.81
-904101.6766315177,-854734.9519678279,2014,84,180.6541,150.0741,30.57
-904112.6104078528,-854725.2970285657,2014,84,181.114,148.664,32.45
-904123.7429017565,-854715.5908466676,2014,84,181.5601,147.2301,34.32
-904134.6764732463,-854705.935627388,2014,84,182.0099,145.7999,36.21
-904145.7441979118,-854696.1382464565,2014,84,182.446,144.356,38.08
-904156.6129989985,-854686.3918345656,2014,84,182.8767,142.9267,39.96
-904167.6954305638,-854676.5783909452,2014,84,183.3237,141.4837,41.84
-904178.5491056638,-854666.8474827039,2014,84,183.7543,140.0343,43.72
-904189.4325099674,-854657.084875373,2014,84,183.919,138.479,45.45
-904200.3556557632,-854647.1207510874,2014,84,184.0583,139.2483,44.82
-904211.2388485471,-854637.3578678071,2014,84,184.1903,140.3203,43.87
-904222.0424497864,-854627.5197196214,2014,84,184.3259,141.3859,42.93
-904232.7664568366,-854617.60630932,2014,84,184.4355,142.4455,42
-904243.7040858456,-854607.62585217,2014,84,184.5498,143.4898,41.06
-904254.442791423,-854597.6963891226,2014,84,184.5575,144.4975,40.06
-904265.181388482,-854587.7667917452,2014,84,184.5402,142.8102,41.73
-904275.9198770208,-854577.8370600401,2014,84,184.5284,140.7784,43.75
-904286.8074072596,-854567.7493661976,2014,84,184.4828,138.7328,45.76
-904297.4810987634,-854557.7284603094,2014,84,184.4636,136.7036,47.77
-904308.1546796294,-854547.7074215882,2014,84,184.4324,134.6624,49.77
-904318.8281498525,-854537.6862500312,2014,84,184.4101,132.6201,51.78
-904329.5015094326,-854527.6649456418,2014,84,184.3772,130.5772,53.8
-904340.1101758779,-854517.5526077562,2014,84,184.3445,130.4645,53.88
-904350.8529552614,-854507.298083447,2014,84,184.3134,130.5934,53.72
-904361.5408930032,-854497.2605962972,2014,84,184.2759,130.7259,53.56
-904372.0846347532,-854487.056963405,2014,84,184.2631,130.8731,53.39
-904382.6928483631,-854476.9440983386,2014,84,184.256,131.026,53.23
-904393.3158624583,-854466.8153172993,2014,84,184.246,131.166,53.07
-904403.8592614674,-854456.611293234,2014,84,182.1337,130.4137,51.72
-904414.4025455764,-854446.4071393423,2014,84,179.7699,129.5499,50.22
-904424.9606275085,-854436.1870704327,2014,84,177.4049,128.6849,48.72
-904435.6378945429,-854425.8405883022,2014,84,175.0496,127.8296,47.22
-904445.9820277197,-854415.6872200207,2014,84,172.7225,127.0025,45.72
-904456.460256768,-854405.3916550173,2014,84,170.3864,126.1664,44.22
-904467.0178760565,-854395.1710674079,2014,84,166.2198,124.5398,41.68
